session_id,timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,pitch,roll,yaw,latitude,longitude,altitude,speed,accuracy,heartRate,spo2,pressure,activity
SESSION_20260901_205752_B498,1788276473110,0.2777274,-0.14844051,9.483433,-0.007330383,-0.002443461,0.0012217305,1.684477,-1.3448709,-11.191665,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473110,0.2777274,-0.14844051,9.483433,-0.007330383,-0.002443461,0.0012217305,1.7530229,-1.3920634,-11.191676,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473130,0.17238252,-0.33758244,9.445126,-0.007330383,-0.002443461,0.0012217305,1.7530229,-1.3920634,-11.191676,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473130,0.17238252,-0.33758244,9.445126,-0.008552114,-0.002443461,0.0012217305,1.7530229,-1.3920634,-11.191676,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473130,0.17238252,-0.33758244,9.445126,-0.008552114,-0.002443461,0.0012217305,1.6245502,-1.4383804,-11.190956,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473150,0.29927522,-0.3854665,9.437943,-0.008552114,-0.002443461,0.0012217305,1.6245502,-1.4383804,-11.190956,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473150,0.29927522,-0.3854665,9.437943,-0.008552114,-0.0012217305,0.0012217305,1.6245502,-1.4383804,-11.190956,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473150,0.29927522,-0.3854665,9.437943,-0.008552114,-0.0012217305,0.0012217305,1.7321141,-1.4147059,-11.192847,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473170,0.18195933,-0.32800564,9.476251,-0.008552114,-0.0012217305,0.0012217305,1.7321141,-1.4147059,-11.192847,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473170,0.18195933,-0.32800564,9.476251,-0.008552114,-0.002443461,0.0012217305,1.7321141,-1.4147059,-11.192847,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473170,0.18195933,-0.32800564,9.476251,-0.008552114,-0.002443461,0.0012217305,1.8329724,-1.484887,-11.192564,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
SESSION_20260901_205752_B498,1788276473190,0.18435353,-0.34476504,9.500193,-0.008552114,-0.002443461,0.0012217305,1.8329724,-1.484887,-11.192564,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,STANDING
